1403715274307142912,0.878658,2.142398,0.947252,0.060571,-0.828433,-0.059051,-0.553664,0.009056,-0.015066,-0.001741,-0.002229,0.020700,0.076350,-0.012492,0.547666,0.069073
1403715274357143040,0.879017,2.141551,0.947135,0.060456,-0.828353,-0.058997,-0.553801,0.005696,-0.012582,-0.002551,-0.002229,0.020700,0.076350,-0.012492,0.547666,0.069073
1403715274407143168,0.879283,2.140944,0.947052,0.060604,-0.828421,-0.059202,-0.553661,0.005489,-0.018229,-0.000211,-0.002229,0.020700,0.076350,-0.012492,0.547666,0.069073
1403715274457143040,0.879490,2.140500,0.947019,0.060583,-0.828391,-0.058997,-0.553731,0.003881,-0.015018,-0.000694,-0.002229,0.020700,0.076350,-0.012492,0.547666,0.069073
1403715274557143040,0.879723,2.140079,0.946997,0.060651,-0.828384,-0.059126,-0.553720,0.000742,-0.001388,0.000662,-0.002229,0.020700,0.076350,-0.012492,0.547666,0.069073
1403715274607142912,0.879754,2.139960,0.947013,0.060500,-0.828351,-0.059064,-0.553793,-0.000327,0.009021,-0.000038,-0.002229,0.020700,0.076350,-0.012492,0.547666,0.069073
1403715274657143040,0.879783,2.139948,0.947012,0.060391,-0.828334,-0.059180,-0.553817,-0.000179,0.007327,0.002245,-0.002229,0.020700,0.076350,-0.012492,0.547666,0.069073
1403715274757143040,0.879702,2.140144,0.947085,0.060467,-0.828225,-0.059086,-0.553982,-0.000024,0.004797,-0.000669,-0.002229,0.020700,0.076350,-0.012492,0.547667,0.069073
1403715274807142912,0.879719,2.140260,0.947083,0.060544,-0.828218,-0.058965,-0.553997,-0.000817,0.004933,-0.000328,-0.002229,0.020700,0.076350,-0.012492,0.547667,0.069073
1403715274857143040,0.879665,2.140362,0.947088,0.060606,-0.828207,-0.058911,-0.554013,-0.001727,0.002646,0.000317,-0.002229,0.020700,0.076350,-0.012492,0.547667,0.069073
1403715274907143168,0.879640,2.140545,0.947070,0.060643,-0.828210,-0.058874,-0.554008,0.000183,0.004598,-0.000322,-0.002229,0.020700,0.076350,-0.012492,0.547667,0.069073
1403715274957143040,0.879650,2.140712,0.947049,0.060795,-0.828246,-0.058823,-0.553942,-0.000510,0.002511,-0.000191,-0.002229,0.020700,0.076350,-0.012492,0.547667,0.069073
1403715275057143040,0.879539,2.141037,0.947104,0.060922,-0.828217,-0.058701,-0.553985,-0.001193,0.003018,-0.000938,-0.002229,0.020700,0.076350,-0.012492,0.547668,0.069074
1403715275107142912,0.879528,2.141159,0.947096,0.061034,-0.828245,-0.058624,-0.553939,0.000076,0.002069,-0.000324,-0.002229,0.020700,0.076350,-0.012492,0.547668,0.069074
1403715275157143040,0.879515,2.141228,0.947106,0.061035,-0.828270,-0.058630,-0.553900,-0.000890,0.000433,0.000807,-0.002229,0.020700,0.076350,-0.012492,0.547668,0.069074
1403715275257143040,0.879473,2.141303,0.947157,0.061171,-0.828269,-0.058509,-0.553901,-0.000173,0.000472,-0.000236,-0.002229,0.020700,0.076350,-0.012492,0.547669,0.069074
1403715275307142912,0.879468,2.141330,0.947145,0.061232,-0.828262,-0.058432,-0.553912,-0.000466,0.000699,0.000121,-0.002229,0.020700,0.076350,-0.012492,0.547669,0.069074
1403715275357143040,0.879448,2.141350,0.947129,0.061265,-0.828262,-0.058417,-0.553909,-0.000088,0.000031,-0.001299,-0.002229,0.020700,0.076350,-0.012492,0.547670,0.069074
1403715275407143168,0.879442,2.141334,0.947096,0.061261,-0.828275,-0.058385,-0.553894,-0.000220,0.000489,-0.000873,-0.002229,0.020700,0.076350,-0.012492,0.547670,0.069074
1403715275457143040,0.879435,2.141308,0.947089,0.061258,-0.828268,-0.058391,-0.553904,-0.000298,0.000391,0.000112,-0.002229,0.020700,0.076350,-0.012492,0.547670,0.069074
